112.951,111.936,113.711,111.936,96.9439,-1.0149999999999864,1.7749999999999915,112.146,
111.791,112.146,112.661,111.521,103.24560000000001,0.355000000000004,0.5150000000000006,111.526,
112.206,111.526,112.521,111.396,78.5353,-0.6800000000000068,0.9950000000000045,110.051,
111.466,110.051,111.821,109.956,77.3342,-1.414999999999992,1.769999999999996,111.096,
110.066,111.096,111.646,109.971,70.7911,1.0300000000000011,0.5499999999999972,112.171,
110.841,112.171,112.226,110.706,81.999,1.3300000000000125,0.05499999999999261,112.661,
112.176,112.661,112.766,111.856,67.0701,0.48499999999999943,0.10500000000000398,113.061,
112.706,113.061,113.271,112.501,66.9168,0.355000000000004,0.20999999999999375,113.146,
112.981,113.146,113.461,112.286,87.85119999999999,0.16500000000000625,0.3149999999999977,113.136,
113.221,113.136,113.486,112.901,74.8069,-0.08500000000000796,0.3500000000000085,112.341,
113.151,112.341,113.836,112.011,82.68299999999999,-0.8100000000000023,1.4950000000000045,113.131,
112.466,113.131,113.291,112.046,93.4866,0.6650000000000063,0.1599999999999966,111.951,
112.926,111.951,113.111,111.791,84.1528,-0.9750000000000085,1.1600000000000108,111.846,
111.946,111.846,112.341,111.616,85.374,-0.09999999999999432,0.49499999999999034,112.786,
111.806,112.786,112.986,111.766,81.3366,0.980000000000004,0.20000000000000284,112.726,
112.886,112.726,113.021,112.046,87.38539999999999,-0.1599999999999966,0.2950000000000017,111.801,
112.836,111.801,113.826,111.606,11.509110000000002,-1.0349999999999966,2.0249999999999915,111.891,
111.796,111.891,112.456,111.661,87.4125,0.09499999999999886,0.5649999999999977,110.731,
111.771,110.731,112.056,110.626,84.8055,-1.0400000000000063,1.3250000000000028,109.491,
110.821,109.491,111.001,109.456,85.6816,-1.3299999999999983,1.5100000000000051,110.386,
109.401,110.386,110.471,109.362,97.11030000000001,0.9849999999999994,0.08500000000000796,110.516,
110.386,110.516,110.921,110.126,79.3737,0.13000000000000966,0.40500000000000114,111.446,
110.676,111.446,111.531,110.576,58.160199999999996,0.769999999999996,0.08500000000000796,111.421,
111.411,111.421,111.651,110.566,72.77360000000002,0.010000000000005116,0.22999999999998977,111.971,
111.356,111.971,112.011,110.256,77.6908,0.6150000000000091,0.03999999999999204,112.831,
112.021,112.831,113.036,111.691,83.8309,0.8100000000000023,0.2049999999999983,110.661,
112.836,110.661,112.866,110.591,78.1303,-2.174999999999997,2.2049999999999983,110.021,
110.981,110.021,111.161,109.911,66.7862,-0.9599999999999937,1.1400000000000006,109.501,
109.961,109.501,110.486,109.231,76.6184,-0.45999999999999375,0.9849999999999994,110.291,
109.616,110.291,110.536,109.346,82.11110000000001,0.6749999999999972,0.24500000000000455,107.691,
110.191,107.691,110.881,107.576,77.8213,-2.5,3.1899999999999977,106.221,
108.041,106.221,108.306,106.131,88.16619999999999,-1.8199999999999932,2.0849999999999937,106.721,
106.516,106.721,107.141,106.321,71.79100000000001,0.2049999999999983,0.4200000000000017,106.391,
106.861,106.391,106.981,105.166,105.2941,-0.46999999999999886,0.5899999999999892,106.131,
106.461,106.131,106.656,105.711,87.3258,-0.3299999999999983,0.5250000000000057,106.541,
106.206,106.541,107.131,105.966,72.3878,0.33499999999999375,0.5900000000000034,106.836,
