73.44,77.62,78.35,73.33,80.61,
77.61,80.61,82.38,76.54,82.19,
80.61,82.19,84.28,79.82,80.21,
82.2,80.21,82.47,78.62,80.62,
80.2,80.62,81.97,76.88,81.38,
81.13,81.38,82.27,79.92,86.18,
81.38,86.18,86.54,80.14,83.84,
86.19,83.84,88.78,83.67,81.63,
83.83,81.63,85.0,80.46,82.69,
81.62,82.69,83.87,79.52,80.66,
82.67,80.66,85.75,79.24,82.73,
80.66,82.73,83.56,79.17,84.54,
82.83,84.54,86.06,82.46,82.29,
84.54,82.29,85.57,81.71,82.58,
82.3,82.58,85.78,80.88,82.96,
82.58,82.96,84.76,82.21,78.68,
82.97,78.68,84.34,77.79,82.69,
78.68,82.69,85.23,78.42000000000002,93.87,
82.64,93.87,96.22,81.85,94.94,
94.3,94.94,96.91,93.06,87.78,
94.95,87.78,95.37,86.62,85.42,
87.8,85.42,89.08,82.5,69.19,
85.42,69.19,86.96,65.14,57.650000000000006,
69.18,57.650000000000006,72.11000000000001,56.27000000000001,68.15,
57.65,68.15,77.2,55.58,59.52,
68.14,59.52,68.9,59.14,56.82,
61.57,56.82,61.79,55.38,55.5,
56.83,55.5,59.41,54.41,52.66,
