9240.0,9248.0,9300.0,9242.0,9314.0,9302.0,9192.0,9292.0,9184.0,
9300.0,9242.0,9314.0,9302.0,9192.0,9292.0,9220.0,9184.0,9136.0,
9314.0,9302.0,9192.0,9292.0,9220.0,9184.0,9094.0,9136.0,9094.0,
9192.0,9292.0,9220.0,9184.0,9094.0,9136.0,9156.0,9094.0,9162.0,
9220.0,9184.0,9094.0,9136.0,9156.0,9094.0,9226.0,9162.0,9226.0,
9094.0,9136.0,9156.0,9094.0,9226.0,9162.0,9144.0,9226.0,9150.0,
9156.0,9094.0,9226.0,9162.0,9144.0,9226.0,9162.0,9150.0,9162.0,
9226.0,9162.0,9144.0,9226.0,9162.0,9150.0,9070.0,9162.0,9072.0,
9144.0,9226.0,9162.0,9150.0,9070.0,9162.0,9112.0,9072.0,9076.0,
9162.0,9150.0,9070.0,9162.0,9112.0,9072.0,9082.0,9076.0,9086.0,
