10950.0,11055.0,10845.0,10945.0,10770.0,10845.0,10835.0,10770.0,10860.0,
10845.0,10945.0,10770.0,10845.0,10835.0,10770.0,10760.0,10860.0,10755.0,
10770.0,10845.0,10835.0,10770.0,10760.0,10860.0,10680.0,10755.0,10690.0,
10835.0,10770.0,10760.0,10860.0,10680.0,10755.0,10870.0,10690.0,10875.0,
10760.0,10860.0,10680.0,10755.0,10870.0,10690.0,10900.0,10875.0,11015.0,
10680.0,10755.0,10870.0,10690.0,10900.0,10875.0,11070.0,11015.0,11060.0,
10870.0,10690.0,10900.0,10875.0,11070.0,11015.0,11005.0,11060.0,11000.0,
10900.0,10875.0,11070.0,11015.0,11005.0,11060.0,11095.0,11000.0,11095.0,
11070.0,11015.0,11005.0,11060.0,11095.0,11000.0,11175.0,11095.0,11180.0,
11005.0,11060.0,11095.0,11000.0,11175.0,11095.0,11140.0,11180.0,11140.0,
11095.0,11000.0,11175.0,11095.0,11140.0,11180.0,11330.0,11140.0,11335.0,
11175.0,11095.0,11140.0,11180.0,11330.0,11140.0,11425.0,11335.0,11425.0,
11140.0,11180.0,11330.0,11140.0,11425.0,11335.0,11435.0,11425.0,11435.0,
11330.0,11140.0,11425.0,11335.0,11435.0,11425.0,11500.0,11435.0,11465.0,
11425.0,11335.0,11435.0,11425.0,11500.0,11435.0,11325.0,11465.0,11320.0,
11435.0,11425.0,11500.0,11435.0,11325.0,11465.0,11430.0,11320.0,11435.0,
11500.0,11435.0,11325.0,11465.0,11430.0,11320.0,11460.0,11435.0,11465.0,
11325.0,11465.0,11430.0,11320.0,11460.0,11435.0,11300.0,11465.0,11305.0,
11430.0,11320.0,11460.0,11435.0,11300.0,11465.0,11285.0,11305.0,11280.0,
11460.0,11435.0,11300.0,11465.0,11285.0,11305.0,11330.0,11280.0,11335.0,
11300.0,11465.0,11285.0,11305.0,11330.0,11280.0,11360.0,11335.0,11365.0,
11285.0,11305.0,11330.0,11280.0,11360.0,11335.0,11320.0,11365.0,11325.0,
11330.0,11280.0,11360.0,11335.0,11320.0,11365.0,11335.0,11325.0,11200.0,
11360.0,11335.0,11320.0,11365.0,11335.0,11325.0,11165.0,11200.0,11155.0,
11320.0,11365.0,11335.0,11325.0,11165.0,11200.0,11150.0,11155.0,11150.0,
11335.0,11325.0,11165.0,11200.0,11150.0,11155.0,11175.0,11150.0,11165.0,
11165.0,11200.0,11150.0,11155.0,11175.0,11150.0,11030.0,11165.0,11040.0,
11150.0,11155.0,11175.0,11150.0,11030.0,11165.0,10980.0,11040.0,10980.0,
11175.0,11150.0,11030.0,11165.0,10980.0,11040.0,11420.0,10980.0,11415.0,
11030.0,11165.0,10980.0,11040.0,11420.0,10980.0,11240.0,11415.0,11240.0,
10980.0,11040.0,11420.0,10980.0,11240.0,11415.0,11300.0,11240.0,11290.0,
11420.0,10980.0,11240.0,11415.0,11300.0,11240.0,11335.0,11290.0,11450.0,
11240.0,11415.0,11300.0,11240.0,11335.0,11290.0,11405.0,11450.0,11410.0,
11300.0,11240.0,11335.0,11290.0,11405.0,11450.0,11410.0,11410.0,11410.0,
11335.0,11290.0,11405.0,11450.0,11410.0,11410.0,11455.0,11410.0,11455.0,
11405.0,11450.0,11410.0,11410.0,11455.0,11410.0,11460.0,11455.0,11460.0,
11410.0,11410.0,11455.0,11410.0,11460.0,11455.0,11485.0,11460.0,11480.0,
11455.0,11410.0,11460.0,11455.0,11485.0,11460.0,11495.0,11480.0,11490.0,
11460.0,11455.0,11485.0,11460.0,11495.0,11480.0,11365.0,11490.0,11380.0,
11485.0,11460.0,11495.0,11480.0,11365.0,11490.0,11460.0,11380.0,11455.0,
11495.0,11480.0,11365.0,11490.0,11460.0,11380.0,11500.0,11455.0,11530.0,
11365.0,11490.0,11460.0,11380.0,11500.0,11455.0,11360.0,11530.0,11365.0,
11460.0,11380.0,11500.0,11455.0,11360.0,11530.0,11450.0,11365.0,11445.0,
11500.0,11455.0,11360.0,11530.0,11450.0,11365.0,11385.0,11445.0,11380.0,
11360.0,11530.0,11450.0,11365.0,11385.0,11445.0,11260.0,11380.0,11265.0,
11450.0,11365.0,11385.0,11445.0,11260.0,11380.0,11245.0,11265.0,11250.0,
11385.0,11445.0,11260.0,11380.0,11245.0,11265.0,11240.0,11250.0,11245.0,
11260.0,11380.0,11245.0,11265.0,11240.0,11250.0,11280.0,11245.0,11280.0,
11245.0,11265.0,11240.0,11250.0,11280.0,11245.0,11305.0,11280.0,11310.0,
